region,month,hours_per_week,deliveries_per_day,income_mean,income_variability,stress_level,work_life_balance,burnout_risk
Frankfurt,9,46.1,14.7,1122.0,0.64,2.2,8.6,0
Frankfurt,1,46.9,20.8,1371.0,0.9,6.8,3.7,1
Hamburg,5,54.2,20.5,1465.0,0.9,5.7,3.4,1
Hamburg,12,55.2,20.0,1613.0,0.84,4.9,4.3,1
Cologne,7,39.1,12.5,932.0,0.9,3.3,5.7,0
Berlin,12,38.8,6.9,812.0,0.4,1.0,9.6,0
Munich,12,34.6,9.1,1083.0,0.62,4.3,4.9,0
Frankfurt,11,52.0,15.4,1038.0,0.9,5.6,4.7,1
Berlin,8,59.5,19.0,1423.0,0.9,5.7,4.6,1
Hamburg,3,41.8,13.8,902.0,0.9,6.1,6.3,0
Hamburg,8,42.6,16.2,1524.0,0.61,2.2,8.1,0
Hamburg,5,59.7,20.7,1689.0,0.46,5.1,4.1,0
Hamburg,1,50.1,20.2,1619.0,0.55,3.7,4.8,0
Cologne,4,49.4,15.5,1304.0,0.52,4.5,5.2,0
Frankfurt,2,33.1,11.8,882.0,0.4,3.4,6.5,0
Hamburg,12,51.8,18.3,1292.0,0.9,5.8,2.0,1
Hamburg,5,35.7,12.6,1021.0,0.43,3.1,6.2,0
Frankfurt,4,33.7,15.1,1152.0,0.52,2.0,8.2,0
Munich,2,41.5,16.3,1370.0,0.9,6.7,2.8,1
Cologne,7,39.1,9.1,800.0,0.82,7.5,3.4,1
Cologne,2,42.8,13.9,1151.0,0.51,4.5,3.9,0
Berlin,2,30.6,10.2,800.0,0.71,1.9,8.8,0
Cologne,4,54.6,24.7,2002.0,0.9,7.7,3.2,1
Berlin,5,56.3,17.8,1603.0,0.54,3.5,7.5,0
Munich,10,25.5,5.6,800.0,0.79,2.1,6.4,0
Frankfurt,12,54.8,19.6,1805.0,0.58,4.4,5.9,0
Hamburg,11,36.9,13.8,800.0,0.71,2.0,7.4,0
Berlin,3,53.6,17.6,1720.0,0.52,4.9,3.7,1
Cologne,11,44.3,14.1,1377.0,0.61,3.1,6.5,0
Hamburg,9,45.3,17.9,1258.0,0.74,4.5,4.5,0
Munich,10,43.1,11.8,800.0,0.85,4.4,6.6,0
Frankfurt,6,57.1,18.0,1142.0,0.83,4.8,5.7,1
Berlin,11,32.6,9.3,928.0,0.85,2.7,6.1,0
Cologne,8,51.1,20.3,1559.0,0.55,4.8,4.5,0
Hamburg,5,56.0,19.5,1481.0,0.9,6.8,2.8,1
Hamburg,8,52.2,14.2,911.0,0.53,5.0,4.9,0
Hamburg,10,68.2,19.9,1951.0,0.89,8.1,2.9,1
Frankfurt,6,39.7,18.9,1314.0,0.76,4.8,5.8,0
Berlin,7,54.6,21.4,1720.0,0.53,6.3,3.7,1
Frankfurt,2,43.9,17.2,1417.0,0.57,6.5,3.3,0
Cologne,6,57.3,19.1,1452.0,0.9,4.1,4.2,1
Berlin,5,44.9,19.5,1440.0,0.56,3.8,7.5,0
Munich,12,41.1,10.4,800.0,0.75,6.8,2.8,1
Munich,8,58.1,21.6,1842.0,0.86,5.4,6.1,1
Frankfurt,5,40.1,12.0,893.0,0.38,1.0,9.2,0
Frankfurt,7,30.9,9.5,1089.0,0.45,2.8,9.2,0
Frankfurt,4,39.8,15.5,1081.0,0.66,4.2,6.4,0
Munich,2,51.2,16.6,1481.0,0.3,1.2,7.4,0
Munich,11,58.9,18.3,1116.0,0.9,7.9,1.5,1
Berlin,3,46.1,13.9,955.0,0.9,3.5,6.3,0
Berlin,11,58.2,13.4,912.0,0.78,6.3,2.8,1
Frankfurt,10,31.4,12.8,800.0,0.47,2.8,6.8,0
Hamburg,12,40.6,10.5,897.0,0.59,2.1,6.5,0
Berlin,4,42.1,19.6,1547.0,0.39,2.6,7.4,0
Munich,3,43.9,13.8,800.0,0.59,3.0,7.3,0
Cologne,7,45.8,19.2,1936.0,0.55,6.2,2.8,0
Hamburg,12,51.9,11.9,985.0,0.87,5.0,7.0,1
Munich,5,40.6,15.7,1257.0,0.53,3.3,6.8,0
Hamburg,3,46.4,18.4,1736.0,0.67,3.2,5.9,0
Cologne,3,44.5,18.8,1699.0,0.52,6.2,2.1,0
Frankfurt,9,35.7,7.3,800.0,0.8,5.8,4.3,0
Hamburg,12,43.9,12.5,800.0,0.51,6.2,3.6,0
Cologne,12,43.6,16.3,1413.0,0.9,5.1,5.7,0
Cologne,9,43.3,14.9,999.0,0.74,4.8,5.1,0
Hamburg,5,45.3,16.0,1527.0,0.4,2.7,6.1,0
Hamburg,2,45.8,14.2,978.0,0.61,4.2,7.5,0
Hamburg,10,40.7,18.2,1367.0,0.38,3.0,7.4,0
Hamburg,5,57.7,27.1,1897.0,0.67,3.0,6.7,1
Frankfurt,4,33.3,11.4,800.0,0.52,4.9,5.2,0
Munich,6,37.8,14.0,1095.0,0.62,2.7,7.7,0
Berlin,10,70.0,23.5,1840.0,0.82,8.8,1.0,1
Frankfurt,6,34.6,15.4,1136.0,0.9,4.8,5.4,0
Hamburg,6,31.5,13.0,1449.0,0.69,4.0,5.6,0
Cologne,7,52.3,14.2,1261.0,0.9,6.2,4.4,1
Frankfurt,2,24.2,6.2,800.0,0.84,1.5,7.8,0
Berlin,4,42.6,11.2,800.0,0.9,7.1,2.3,1
Berlin,9,66.5,30.0,2565.0,0.69,6.7,5.0,1
Frankfurt,5,29.6,11.8,1539.0,0.83,3.4,7.8,0
Cologne,1,25.2,6.6,800.0,0.54,1.5,5.2,0
Cologne,6,30.0,8.0,800.0,0.54,1.6,9.6,0
Cologne,5,54.0,20.4,1665.0,0.9,6.1,3.8,1
Munich,2,56.2,21.5,1431.0,0.58,6.0,3.3,1
Cologne,3,39.9,15.7,1347.0,0.63,2.8,6.2,0
Berlin,3,51.8,16.0,1580.0,0.71,3.0,6.0,1
Hamburg,12,58.9,20.6,1510.0,0.44,4.0,5.3,0
Hamburg,7,62.9,21.3,1576.0,0.9,8.1,1.0,1
Berlin,5,42.5,11.4,894.0,0.56,3.3,5.3,0
Cologne,12,22.0,5.0,800.0,0.68,1.7,7.3,0
Hamburg,12,36.8,13.5,800.0,0.9,5.9,4.5,0
Berlin,9,40.7,14.2,1056.0,0.75,2.4,7.7,0
Cologne,1,42.4,15.8,1146.0,0.89,3.2,7.4,0
Munich,3,43.1,16.7,1613.0,0.4,3.2,6.8,0
Hamburg,10,56.2,23.2,2089.0,0.9,8.0,1.0,1
Cologne,8,57.7,16.9,1633.0,0.9,8.8,1.7,1
Cologne,3,43.3,16.3,1466.0,0.89,5.5,3.5,1
Hamburg,3,56.0,20.9,1714.0,0.61,6.8,3.9,1
Cologne,8,48.6,15.3,1046.0,0.79,4.0,4.8,0
Frankfurt,10,45.6,15.6,1512.0,0.66,7.5,1.8,1
Frankfurt,3,54.1,17.2,1443.0,0.53,5.8,3.8,1
Munich,11,45.7,21.6,1476.0,0.77,5.9,4.8,0
Berlin,2,65.6,22.2,1591.0,0.88,6.4,3.8,1
Frankfurt,3,30.6,11.6,800.0,0.9,2.7,7.4,0
Frankfurt,12,39.8,12.5,800.0,0.9,6.5,5.4,0
Munich,2,43.7,13.1,1129.0,0.81,5.2,3.0,1
Frankfurt,8,49.4,12.6,800.0,0.68,7.1,1.8,1
Frankfurt,12,57.7,22.5,1651.0,0.6,6.2,2.8,1
Hamburg,5,44.8,17.2,1386.0,0.72,3.2,5.0,0
Munich,3,30.8,9.4,800.0,0.44,2.2,7.1,0
Cologne,11,53.4,15.1,1066.0,0.9,5.5,5.2,1
Cologne,8,52.5,18.1,1748.0,0.48,4.3,5.1,0
Berlin,8,25.6,7.0,800.0,0.45,1.0,8.7,0
Berlin,11,45.0,14.3,849.0,0.9,6.3,2.0,1
Frankfurt,4,29.1,5.9,800.0,0.8,2.1,7.1,0
Frankfurt,9,38.4,13.4,950.0,0.61,4.0,5.5,0
Cologne,12,36.0,12.7,883.0,0.53,4.0,6.6,0
Munich,1,53.1,21.0,1463.0,0.9,4.4,3.9,1
Hamburg,7,46.2,14.9,1263.0,0.9,6.8,2.8,1
Berlin,12,32.1,9.7,822.0,0.76,1.5,9.5,0
Frankfurt,5,53.8,13.3,1085.0,0.62,5.8,3.8,1
Berlin,12,30.7,13.5,965.0,0.63,3.4,4.4,0
Cologne,12,48.3,18.8,1352.0,0.48,4.7,6.5,0
Munich,7,36.9,12.4,957.0,0.35,1.7,9.0,0
Cologne,10,41.3,9.8,977.0,0.6,5.4,5.4,0
Hamburg,11,50.0,13.0,1357.0,0.69,6.1,2.1,1
Munich,8,50.2,15.1,1430.0,0.9,4.0,7.5,1
Hamburg,3,58.4,22.4,1889.0,0.8,6.9,2.3,1
Hamburg,3,44.2,15.6,1444.0,0.87,5.0,4.5,0
Munich,1,48.1,11.5,800.0,0.89,2.9,6.4,0
Hamburg,5,40.6,14.8,1038.0,0.49,2.8,8.2,0
Berlin,8,46.8,13.1,1152.0,0.61,6.4,3.4,1
Frankfurt,1,49.4,14.9,1168.0,0.62,5.4,5.1,0
Munich,2,44.0,17.6,1475.0,0.9,3.6,6.5,0
Cologne,2,27.0,11.3,1099.0,0.67,1.4,8.5,0
Cologne,12,48.3,19.4,1716.0,0.67,4.1,5.0,0
Frankfurt,10,48.6,16.1,1073.0,0.9,4.2,7.6,0
Cologne,2,38.2,15.4,1233.0,0.47,2.6,6.0,0
Frankfurt,5,32.2,9.0,800.0,0.39,1.0,9.4,0
Berlin,10,59.8,19.1,1376.0,0.9,7.7,2.7,1
Cologne,7,49.9,15.7,911.0,0.9,6.4,4.7,0
Cologne,12,42.7,14.3,1171.0,0.47,2.4,9.0,0
Berlin,3,33.6,7.4,800.0,0.5,3.6,6.3,0
Cologne,1,36.8,11.6,1006.0,0.6,2.3,8.2,0
Cologne,9,58.0,23.7,2167.0,0.55,5.4,6.4,0
Berlin,9,46.4,12.2,1081.0,0.85,4.1,5.8,0
Berlin,4,39.5,9.2,800.0,0.71,3.3,5.6,0
Berlin,5,50.1,13.0,1343.0,0.9,8.0,1.6,1
Cologne,4,36.9,20.3,1687.0,0.87,3.0,5.7,0
Frankfurt,8,60.0,21.4,1539.0,0.88,4.8,5.6,1
Frankfurt,1,58.5,18.7,1521.0,0.53,4.7,6.4,0
Munich,4,40.3,13.6,1484.0,0.73,5.6,4.3,0
Munich,4,38.7,13.6,868.0,0.46,1.4,7.0,0
Cologne,12,20.0,5.0,800.0,0.73,1.0,10.0,0
Cologne,3,30.2,8.5,804.0,0.89,5.2,3.0,1
Frankfurt,4,31.6,10.1,800.0,0.66,3.5,4.9,0
Hamburg,7,46.4,13.3,956.0,0.9,4.9,4.9,0
Munich,5,41.7,12.7,800.0,0.81,7.4,2.9,1
Frankfurt,3,31.5,11.6,800.0,0.86,3.5,6.9,0
Cologne,6,42.2,11.1,800.0,0.38,3.2,6.8,0
Munich,12,50.1,24.5,2284.0,0.51,4.6,7.2,0
Munich,10,50.3,19.0,1520.0,0.82,3.3,6.7,1
Munich,9,26.0,5.0,800.0,0.49,4.5,6.6,0
Cologne,3,43.7,7.1,808.0,0.87,5.2,5.6,0
Frankfurt,2,31.2,8.3,913.0,0.87,4.8,3.9,1
Hamburg,9,54.0,20.1,1851.0,0.9,7.2,2.6,1
Cologne,5,52.8,19.1,1442.0,0.9,4.7,7.5,1
Munich,10,36.0,11.7,880.0,0.62,2.2,7.3,0
Berlin,5,37.3,10.6,879.0,0.9,3.7,5.7,0
Frankfurt,7,40.4,10.8,1140.0,0.68,2.7,7.4,0
Cologne,2,22.5,6.3,800.0,0.63,2.5,7.0,0
Munich,10,48.4,13.1,896.0,0.83,6.5,2.7,1
Hamburg,11,42.3,12.9,1171.0,0.9,4.0,5.5,0
Munich,5,54.7,22.2,2020.0,0.63,5.7,5.7,1
Munich,8,34.0,9.0,800.0,0.78,3.3,6.6,0
Cologne,8,38.8,14.8,1316.0,0.6,5.1,3.6,0
Hamburg,10,29.9,12.3,1004.0,0.35,2.0,6.5,0
Berlin,7,35.0,8.4,800.0,0.82,1.0,10.0,0
Cologne,5,33.2,8.5,800.0,0.48,4.0,5.8,0
Frankfurt,12,55.0,21.5,1491.0,0.9,7.0,3.5,1
Hamburg,4,38.0,9.9,800.0,0.68,4.5,4.8,0
Berlin,12,46.2,15.2,1024.0,0.89,3.7,6.7,0
Berlin,2,41.2,19.9,1645.0,0.78,2.4,9.0,0
Hamburg,2,32.3,13.7,1340.0,0.48,4.0,5.4,0
Frankfurt,11,43.3,14.7,1216.0,0.71,4.5,5.9,0
Munich,3,51.0,19.5,1377.0,0.46,4.9,3.7,1
Cologne,3,32.9,10.8,1036.0,0.76,6.0,6.0,0
Frankfurt,7,53.1,20.8,1720.0,0.81,3.9,6.4,1
Berlin,6,36.5,6.0,800.0,0.65,6.3,3.3,1
Frankfurt,1,40.2,13.0,934.0,0.89,4.1,5.6,0
Munich,12,50.3,10.5,1067.0,0.35,2.3,7.2,0
Frankfurt,6,38.4,13.3,1287.0,0.4,3.6,6.0,0
Frankfurt,12,45.4,14.4,1117.0,0.52,6.0,1.6,0
Berlin,5,41.9,18.0,1586.0,0.55,3.6,6.3,0
Frankfurt,6,46.3,17.6,1626.0,0.6,2.4,7.4,0
Cologne,8,21.2,5.5,800.0,0.36,1.9,8.6,0
Hamburg,1,26.7,7.7,800.0,0.87,1.4,8.1,0
Berlin,11,51.2,18.2,1472.0,0.9,5.9,3.4,1
Hamburg,6,55.4,16.7,1120.0,0.85,6.7,3.3,1
Frankfurt,12,35.9,11.9,1038.0,0.64,2.0,6.4,0
Munich,12,42.6,18.1,1655.0,0.9,3.2,6.9,0
Berlin,4,47.9,13.5,1051.0,0.9,5.9,2.2,1
Frankfurt,9,51.9,16.0,1345.0,0.5,3.9,7.2,0
Frankfurt,12,24.7,7.3,865.0,0.73,1.0,9.7,0
Munich,10,36.1,21.5,1641.0,0.43,1.8,7.2,0
Frankfurt,8,41.7,15.7,1329.0,0.69,4.7,6.0,0
Cologne,7,52.0,20.7,1545.0,0.8,5.7,4.4,1
Munich,3,70.0,25.6,1931.0,0.9,6.0,3.0,1
Berlin,11,42.7,16.7,1408.0,0.5,4.3,3.7,0
Berlin,9,30.9,11.7,987.0,0.51,5.4,4.9,0
Hamburg,3,49.0,17.4,1506.0,0.89,3.4,5.8,0
Cologne,6,58.2,15.1,1219.0,0.84,2.9,8.2,1
Cologne,2,46.1,16.4,1408.0,0.78,5.3,4.7,0
Berlin,8,35.9,11.7,1265.0,0.77,3.4,5.9,0
Frankfurt,1,54.6,19.8,1798.0,0.85,4.4,7.4,1
Cologne,1,51.6,17.0,1428.0,0.79,6.1,4.4,1
Cologne,8,34.7,13.9,1211.0,0.59,4.7,1.6,0
Frankfurt,9,48.8,19.1,1468.0,0.57,1.6,7.9,0
Munich,10,55.0,9.6,800.0,0.9,4.5,4.1,1
Frankfurt,9,56.8,17.6,1510.0,0.9,9.2,1.0,1
Hamburg,12,44.3,9.2,800.0,0.74,5.3,4.5,0
Hamburg,8,41.4,14.5,1320.0,0.59,5.2,5.2,0
Berlin,10,57.3,18.2,1709.0,0.9,7.5,2.8,1
Munich,8,32.9,15.0,1182.0,0.75,3.3,7.8,0
Cologne,4,49.4,17.1,965.0,0.75,6.1,4.5,0
Berlin,8,31.3,9.0,1125.0,0.48,4.2,6.4,0
Berlin,7,55.7,21.4,1579.0,0.9,6.4,3.8,1
Cologne,9,42.4,13.2,1094.0,0.58,3.8,7.5,0
Cologne,10,57.7,17.7,1564.0,0.87,6.0,3.7,1
Frankfurt,8,49.9,17.8,1707.0,0.75,4.1,5.6,0
Hamburg,12,32.8,15.8,1622.0,0.78,3.3,4.8,0
Cologne,10,59.2,22.3,1712.0,0.73,4.2,6.9,1
Frankfurt,2,60.5,21.9,1988.0,0.82,4.9,5.1,1
Hamburg,8,53.8,26.2,2135.0,0.5,5.0,8.0,0
Munich,8,37.4,10.3,1370.0,0.72,2.3,7.3,0
Munich,10,41.9,11.7,1157.0,0.49,3.4,6.7,0
Munich,10,46.5,15.9,1238.0,0.66,4.4,6.1,0
Cologne,9,38.0,17.2,1217.0,0.73,4.4,4.5,0
Hamburg,12,61.9,17.8,900.0,0.9,7.6,2.7,1
Hamburg,3,46.4,20.7,1795.0,0.84,3.9,6.1,0
Munich,8,20.0,5.0,800.0,0.82,4.0,5.7,0
Berlin,8,48.4,15.8,1410.0,0.57,6.2,4.9,0
Hamburg,10,41.5,14.4,800.0,0.68,4.9,4.2,0
Hamburg,4,44.3,12.1,800.0,0.6,4.7,5.6,0
Frankfurt,5,41.3,11.9,1049.0,0.67,4.6,6.8,0
Munich,2,53.1,20.1,1964.0,0.9,7.1,2.2,1
Berlin,6,56.2,23.1,1833.0,0.69,7.5,2.2,1
Frankfurt,10,47.8,9.6,986.0,0.84,6.8,5.6,0
Berlin,9,41.6,14.4,946.0,0.9,4.2,6.3,0
Berlin,3,44.6,14.5,1203.0,0.9,5.3,4.2,0
Berlin,6,45.2,15.4,1176.0,0.9,6.5,4.3,0
Cologne,8,37.0,11.4,1148.0,0.85,2.8,6.7,0
Hamburg,2,50.8,13.1,937.0,0.67,4.6,3.8,1
Hamburg,10,49.6,21.2,2028.0,0.9,5.0,6.4,0
Frankfurt,1,60.4,23.6,1827.0,0.6,7.4,1.5,1
Berlin,6,57.6,18.9,1296.0,0.59,7.1,5.3,1
Berlin,3,38.1,11.2,800.0,0.57,3.5,6.0,0
Hamburg,2,53.2,15.9,1148.0,0.47,3.1,9.1,0
Berlin,11,35.5,5.0,800.0,0.71,3.9,4.7,0
Berlin,10,52.0,18.4,1349.0,0.5,3.8,7.2,0
Berlin,8,39.8,15.6,1085.0,0.87,1.7,8.8,0
Munich,9,34.8,12.0,1138.0,0.79,1.6,9.3,0
Munich,7,47.8,15.7,800.0,0.9,5.3,5.7,0
Munich,9,20.0,7.1,800.0,0.89,4.0,5.5,0
Frankfurt,12,27.5,6.6,800.0,0.9,2.8,5.9,0
Berlin,7,43.2,12.9,859.0,0.65,4.6,5.3,0
Munich,3,45.8,14.8,1231.0,0.82,6.4,3.9,1
Munich,1,41.3,15.9,1228.0,0.43,1.8,7.7,0
Cologne,1,29.2,13.9,1051.0,0.77,3.7,6.6,0
Frankfurt,12,36.8,11.6,1165.0,0.86,3.7,6.7,0
Munich,5,48.9,13.2,1051.0,0.79,5.7,3.3,1
Munich,9,50.8,17.0,1725.0,0.6,4.4,6.0,0
Munich,10,44.8,21.0,1821.0,0.67,3.3,6.5,0
Cologne,12,56.6,16.0,1085.0,0.53,5.9,3.4,1
Cologne,6,49.0,19.0,1905.0,0.9,7.4,3.4,1
Frankfurt,2,37.5,16.5,1377.0,0.72,5.0,4.2,0
Berlin,6,42.2,13.0,1413.0,0.9,3.5,6.1,0
Berlin,11,31.0,8.2,800.0,0.81,1.1,9.0,0
Frankfurt,4,43.9,16.4,1364.0,0.37,1.9,9.5,0
Berlin,9,56.1,19.8,1668.0,0.9,7.6,2.6,1
Hamburg,10,51.9,19.4,1516.0,0.9,3.8,6.8,1
Berlin,3,59.0,25.9,2326.0,0.85,5.4,4.3,1
Cologne,7,42.0,14.5,1546.0,0.9,6.2,3.7,1
Cologne,10,58.5,15.9,814.0,0.38,3.4,6.5,0
Munich,12,43.1,14.6,1327.0,0.9,6.5,3.7,1
Cologne,8,59.7,20.6,1471.0,0.75,5.6,4.1,1
Hamburg,2,44.8,18.7,980.0,0.88,2.8,8.6,0
Hamburg,10,52.1,16.8,1445.0,0.67,4.8,4.8,1
Hamburg,7,59.8,18.7,1599.0,0.9,4.9,3.4,1
Munich,5,43.1,10.2,955.0,0.7,5.0,7.8,0
Berlin,1,47.2,17.4,1464.0,0.6,3.7,5.9,0
Munich,7,57.9,29.3,2522.0,0.9,2.9,8.4,1
Cologne,10,43.7,13.9,991.0,0.82,4.0,7.4,0
Hamburg,8,31.8,12.0,1009.0,0.76,1.1,9.8,0
Munich,1,66.4,20.5,1780.0,0.87,6.9,2.9,1
Munich,4,40.3,9.6,1038.0,0.86,2.2,8.0,0
Hamburg,4,46.6,16.8,1355.0,0.84,3.9,4.8,0
Frankfurt,5,56.6,18.9,1472.0,0.54,5.9,6.1,0
Hamburg,5,38.9,5.8,800.0,0.84,3.6,5.6,0
Frankfurt,4,34.9,16.5,1079.0,0.4,3.9,5.9,0
Hamburg,11,47.5,17.1,1521.0,0.9,5.8,4.3,0
Berlin,1,27.1,9.2,800.0,0.45,1.0,8.9,0
Frankfurt,9,42.1,12.8,1100.0,0.76,4.1,5.2,0
Frankfurt,5,47.5,17.0,1380.0,0.7,1.0,10.0,0
Munich,1,42.3,15.5,926.0,0.81,4.6,6.3,0
Frankfurt,3,29.6,11.1,800.0,0.73,2.5,7.8,0
Cologne,1,60.9,23.5,1711.0,0.9,4.6,5.0,1
Munich,7,46.0,19.2,1470.0,0.68,5.1,6.0,0
Munich,10,59.3,25.8,2359.0,0.9,7.7,1.8,1
Berlin,10,42.4,11.6,908.0,0.48,3.5,8.0,0
Munich,10,36.2,10.3,937.0,0.59,2.2,7.9,0
Munich,7,47.7,17.0,1612.0,0.54,5.0,6.2,0
Cologne,6,42.8,11.9,1170.0,0.69,2.3,7.6,0
Munich,9,33.2,9.2,800.0,0.51,2.3,7.7,0
Frankfurt,7,59.7,21.3,1565.0,0.9,7.8,3.4,1
Berlin,5,38.8,15.6,1350.0,0.6,4.0,8.2,0
Cologne,7,26.6,12.7,878.0,0.42,1.0,10.0,0
Hamburg,10,58.3,18.8,1871.0,0.65,3.1,7.7,1
Hamburg,4,40.0,14.7,1350.0,0.52,4.2,6.4,0
Hamburg,10,38.9,13.7,1138.0,0.58,5.2,4.3,0
Cologne,9,27.3,9.2,836.0,0.72,1.0,9.3,0
Hamburg,6,62.4,18.4,1504.0,0.84,6.9,2.2,1
Frankfurt,4,32.1,7.9,800.0,0.58,5.2,5.2,0
Hamburg,5,45.6,17.2,1475.0,0.59,7.4,3.0,1
Hamburg,8,54.1,15.5,1195.0,0.78,5.9,2.1,1
Berlin,7,49.2,11.1,1273.0,0.9,5.7,4.4,0
Hamburg,6,44.4,14.7,1038.0,0.47,1.2,9.2,0
Hamburg,2,28.0,13.7,1197.0,0.65,5.9,4.0,1
Munich,3,36.9,5.0,800.0,0.58,2.8,7.5,0
Frankfurt,1,46.9,14.8,1022.0,0.9,3.3,5.4,0
Cologne,3,37.1,14.4,800.0,0.62,3.3,5.9,0
Berlin,11,47.0,10.2,899.0,0.7,7.0,4.1,0
Cologne,2,51.8,16.6,1224.0,0.9,8.5,1.5,1
Hamburg,10,54.6,14.8,1400.0,0.9,5.7,4.7,1
Munich,12,32.7,7.9,800.0,0.45,4.8,4.7,0
Hamburg,6,67.0,21.1,1719.0,0.87,6.8,3.3,1
Hamburg,4,52.7,14.2,853.0,0.89,3.7,4.0,1
Berlin,12,45.0,11.4,1027.0,0.67,6.7,4.1,0
Berlin,11,55.9,18.5,1344.0,0.9,4.7,7.2,1
Cologne,10,68.7,29.6,2079.0,0.9,9.2,1.0,1
Hamburg,3,30.6,12.5,1084.0,0.76,5.0,4.1,0
Cologne,8,42.7,17.3,1131.0,0.9,5.2,5.2,0
Hamburg,5,21.2,9.5,800.0,0.52,4.9,6.6,0
Berlin,4,46.9,13.5,1343.0,0.9,8.0,2.0,1
Munich,12,48.7,17.2,1260.0,0.9,4.6,4.2,0
Cologne,6,44.6,18.2,1104.0,0.66,3.2,6.5,0
Cologne,4,38.5,15.3,1032.0,0.26,1.0,7.9,0
Frankfurt,10,24.5,8.8,800.0,0.81,5.8,3.5,1
Frankfurt,10,48.7,17.8,1653.0,0.5,4.2,5.5,0
Munich,12,59.6,27.2,1847.0,0.9,7.7,1.4,1
Frankfurt,5,39.1,15.5,976.0,0.78,2.8,6.4,0
Munich,11,49.4,15.5,1438.0,0.88,7.2,2.8,1
Hamburg,4,29.3,9.6,800.0,0.67,1.9,8.3,0
Frankfurt,9,49.6,13.4,1115.0,0.42,3.2,5.4,0
Frankfurt,2,41.1,20.7,1560.0,0.45,3.8,6.6,0
Cologne,1,37.4,17.3,1786.0,0.86,2.9,6.7,0
Munich,7,37.4,12.7,800.0,0.46,4.6,6.1,0
Cologne,9,41.1,20.2,1675.0,0.57,4.0,6.8,0
Frankfurt,9,48.8,18.2,1754.0,0.9,5.8,3.6,1
Hamburg,4,31.9,9.3,800.0,0.61,2.8,7.9,0
Berlin,4,41.0,16.4,1161.0,0.76,3.1,6.1,0
Munich,1,44.6,16.1,1438.0,0.51,3.6,7.7,0
Munich,12,34.0,13.9,1309.0,0.69,6.5,2.7,1
Hamburg,1,63.0,16.9,1191.0,0.84,6.6,3.7,1
Hamburg,1,36.5,9.7,1070.0,0.63,1.0,8.8,0
Munich,6,38.3,17.2,1389.0,0.9,3.1,5.9,0
Munich,11,35.2,16.8,1447.0,0.73,3.7,7.2,0
Hamburg,6,63.0,25.2,2317.0,0.71,9.1,1.0,1
Hamburg,11,50.5,23.5,2034.0,0.75,6.6,1.7,1
Hamburg,11,35.6,13.6,1089.0,0.46,2.2,4.9,0
Frankfurt,5,56.1,20.2,1482.0,0.81,9.2,1.0,1
Munich,10,47.0,12.9,1576.0,0.74,4.7,6.7,0
Munich,12,47.6,14.1,971.0,0.72,6.6,4.6,0
Hamburg,11,41.6,7.9,800.0,0.49,2.4,6.9,0
Cologne,10,37.5,11.5,1025.0,0.83,1.0,8.6,0
Berlin,2,48.4,10.0,907.0,0.69,2.7,6.8,0
Munich,6,39.5,16.4,1740.0,0.41,1.0,7.7,0
Frankfurt,12,63.2,22.2,1787.0,0.84,9.5,1.0,1
Berlin,1,32.3,5.0,800.0,0.86,3.6,7.4,0
Cologne,3,60.4,19.6,1875.0,0.9,4.6,5.9,1
Frankfurt,12,43.9,20.5,1615.0,0.86,5.1,5.2,0
Hamburg,5,48.0,15.6,1425.0,0.71,5.1,3.6,1
Cologne,10,53.3,14.8,1221.0,0.9,6.3,3.8,1
Hamburg,5,38.7,7.5,800.0,0.9,5.7,2.0,1
Frankfurt,11,53.6,12.6,1154.0,0.55,4.9,5.9,0
Frankfurt,7,20.0,8.3,800.0,0.77,1.0,9.3,0
Hamburg,5,37.8,11.3,800.0,0.9,5.0,3.6,1
Berlin,10,35.8,10.9,800.0,0.66,4.8,6.8,0
Munich,6,32.5,9.5,800.0,0.54,3.4,4.8,0
Munich,7,42.9,13.9,1091.0,0.9,7.6,3.0,1
Frankfurt,2,48.9,12.6,800.0,0.57,4.2,6.3,0
Cologne,3,52.0,18.3,1431.0,0.48,3.9,4.9,0
Hamburg,3,47.4,11.5,950.0,0.9,5.4,4.6,0
Cologne,1,38.3,10.5,1012.0,0.64,2.8,5.5,0
Hamburg,9,48.7,19.3,1642.0,0.76,5.6,1.5,1
Cologne,10,46.2,16.5,1504.0,0.44,3.4,5.6,0
Hamburg,9,54.4,20.2,1697.0,0.74,4.8,4.5,1
Frankfurt,9,52.8,24.0,1859.0,0.9,8.1,2.5,1
Berlin,12,45.3,14.9,1173.0,0.54,3.9,6.1,0
Munich,9,36.0,12.1,800.0,0.54,2.4,7.7,0
Cologne,8,38.5,12.0,1008.0,0.59,5.6,3.4,0
Munich,5,39.5,11.8,800.0,0.53,2.4,7.1,0
Cologne,11,41.8,10.9,1087.0,0.87,3.1,5.9,0
Frankfurt,9,47.7,16.1,1100.0,0.62,5.6,3.1,1
Frankfurt,7,52.2,18.4,1507.0,0.55,6.6,2.8,1
Cologne,2,44.5,16.1,1349.0,0.84,6.3,3.8,1
Cologne,7,45.2,15.2,1452.0,0.72,3.4,6.0,0
Cologne,4,46.4,18.3,1124.0,0.67,5.5,4.1,0
Frankfurt,7,39.8,13.4,1004.0,0.75,3.3,7.4,0
Berlin,7,35.7,10.7,965.0,0.36,2.7,6.8,0
Berlin,12,27.4,6.4,860.0,0.63,4.5,4.1,0
